Planets Op32 Holst, Gustav
Musen-Polka Op147 Strauss, Johann Jr
March K335 No2 in D Mozart, Wolfgang Amadeus
Piano Sonata in C minor Seixas, Carlos
Midsummer Nights Dream: Nocturne Mendelssohn, Felix
Serenade for Winds in E flat Op7 Strauss, Richard
Savannah River Holiday Nelson, Ron
Symphony No 5 in C minor Op67 Beethoven, Ludwig van
3. Appalachian Spring Suite Copland, Aaron
Country Gardens Grainger, Percy
The River Blezard, Wiliam
Brazilian Impressions Respighi, Ottorino
Midsummer Nights Dream: Scherzo Mendelssohn, Felix
Symphony No 23 in D K181 Mozart, Wolfgang Amadeus
Symphony No 3 in E flat Op97 "Rhenish" Schumann, Robert
Piano Trio D929 in E flat Schubert, Franz
Slavonic Dances Op72: No4 in D flat Dvorak, Antonin
Traviata: "Libiamo, libiamo ne lieti calici" Verdi, Giuseppe
Symphony VB140 in C sharp minor Kraus, Joseph Martin
Fantasia a6 No 3 Byrd, William
Carmen Quadrille Op134 Strauss, Eduard
Piano Sonata No51 in G Dussek, Jan Ladislav
Sonata No 2 in D Purcell, Henry
Piano Sonata Op7 No2 in C Clementi, Muzio
Sonata K536 in A Scarlatti, Domenico
Sonate a la Maresienne Marais, Marin
Variations on "The Girl I Left Behind Me" Holbrooke, Joseph
Violin Concerto Op1 No 7 in C RV185 Vivaldi, Antonio
Tristan und Isolde: Prelude Wagner, Richard
Clarinet Quartet No 3 in D Op7 Crusell, Bernhard
Concerto RV565 in D minor Vivaldi, Antonio
Concerti Grossi Op6: No 2 in F Corelli, Arcangelo
Andantino in C Op44 No5 Sor, Fernando
Terpsichore: Spagnoletta Praetorius, Michael
Divertimento in E flat Haydn, Joseph
Variations on a Scottish Air Op105 No 2 Beethoven, Ludwig van
Romeo and Juliet Tchaikovsky, Peter Ilych
Wind Quintet Op56 No1 in B flat Danzi, Franz
"Suite de Clairque" (5) Clarke, Jeremiah
Rhapsody on a Theme of Paganini Op43 Rachmaninov, Sergei
Symphony No 4 in C minor Arne, Thomas
Valse Triste Op44 No1 Sibelius, Jean
String Quartet Op 20 No6 in A Haydn, Joseph
Violin Sonata RV 16 in G minor Vivaldi, Antonio
Henry V Suite Walton, William
Trois mouvements perpetuels Poulenc, Francis
Violin Concerto in D minor Op47 Sibelius, Jean
Le Roi Malgre Lui: Fete Polonaise Chabrier, Emmanuel
Concerto Polonois in B flat Telemann, Georg Philipp
Turandot: "Nessun dorma" Puccini, Giacomo
Partita BWV827 in A minor Bach, Johann Sebastian
Negro Folk Symphony Dawson, William Levi
Variations on "Nel cor piu non mi sento" WoO70 Beethoven, Ludwig van
Holberg Suite Grieg, Edvard
Wasps Overture Vaughan Williams, Ralph
Symphony Wq174 in C Bach, Carl Philipp Emanuel
"Caro mio ben" Giordani, Giuseppe
Latin-American Sketches (3) Copland, Aaron
Bassoon Concerto in F C75 Rosetti, Antonio
Symphony No  58 in F Haydn, Joseph
St Pauls Suite Op29 No2 Holst, Gustav
Overture "Rob Roy" Op54 Berlioz, Hector
Variations on a Theme by Haydn Op56 Brahms, Johannes
Eliza Overture Cherubini, Luigi
Cello Concerto RV423 in B flat Vivaldi, Antonio
Variations on "Kind, willst du ruhig schlafen" WoO75 Beethoven, Ludwig van
String Trio in D majorr Op8 Beethoven, Ludwig van
Zarabanda Lejana Rodrigo, Joaquin
Chatterbox Polka Op245 Strauss, Josef
Don Giovanni: "Madamina" Mozart, Wolfgang Amadeus
Viola dAmore Concerto RV396 in A Vivaldi, Antonio
Requiem K626 Mozart, Wolfgang Amadeus
Bagatelles Op126: No6 in E flat Beethoven, Ludwig van
Concerti Grossi Op6: No 4 in A minor Handel, George Frideric
Symphony No 7 in F Op77 "Pastoral" Glazunov, Alexander
Sonata for Strings No 4 in B flat Rossini, Gioacchino
Minuetto Op57 No2 Martucci, Giuseppe
Symphony No 41 in C K551 "Jupiter" Mozart, Wolfgang Amadeus
Orfeo ed Euridice: Dance of the Furies Gluck, Christoph Willibald von
Hymne a la Vierge Villette, Pierre
Divertimento K137 in B flat Mozart, Wolfgang Amadeus
Concert Overture Cherubini, Luigi
Cassation Hob.II:20 in F Haydn, Joseph
Pour le Piano Debussy, Claude
Il Trionfo della Vergine Assunta in Cielo Overture Scarlatti, Alessandro
Clarinet Quartet in E flat Op16 No3 Pichl, Vaclav
Habanera Chabrier, Emmanuel
Liebesfreud (Kreisler) Rachmaninov, Sergei
Wind Octet No 3 in B flat Myslivecek, Josef
Russlan and Ludmilla Overture Glinka, Mikhail
Concerto in B flat Fasch, Johann Friedrich
Hungarian Dance No 21 Brahms, Johannes
Octet D803 in F Schubert, Franz
Symphony No 4 in B flat Op60 Beethoven, Ludwig van
La Mer Debussy, Claude
Fantasy on a Hymn by Justin Morgan Canning, Thomas
String Quartet No 2 Op26 in E flat Korngold, Erich Wolfgang
Concertone for Two Violins in C K190 Mozart, Wolfgang Amadeus
Symphony No 30 in D K202 Mozart, Wolfgang Amadeus
Flute Quartet No 4 in C K285b Mozart, Wolfgang Amadeus
Guitar Quintet G450 in G Boccherini, Luigi
Symphony No 8 in G Op88 Dvorak, Antonin
Symphony in E minor Op32 "Gaelic" Beach, Amy Cheney
Zoroastre Overture Rameau, Jean-Philippe
Sinfonia Op2 No1 in D Beck, Franz Ignaz
Cello Concerto in B flat Bach, Carl Philipp Emanuel
La March Royalle Philidor, Andre Danican
Hungarian Dance No 1 in G minor Brahms, Johannes
Song before Sunrise Delius, Frederick
Pester Csardas Op23 Strauss, Johann Jr
Sinfonia No  4 in E minor Scarlatti, Alessandro
Amor Brujo: Ritual Fire Dance Falla, Manuel de
Andante WoO57 in F "Favori" Beethoven, Ludwig van
Taras Bulba Janacek, Leos
Wind Quintet in Ab, Op. 14/H67 Holst, Gustav
La Capricieuse Op17 Elgar, Edward
Etudes Op10: No 6 in E flat minor Chopin, Frederic
Solace Joplin, Scott
Cello Sonata No 3 in A Op69 Beethoven, Ludwig von
String Quartet Op 33 No3 in C "The Bird" Haydn, Joseph
"Apres un Reve" Op7 No1 Faure, Gabriel
Suite for Variety Orchestra Shostakovich, Dmitri
Rondo in B flat WoO6 Beethoven, Ludwig van
Prelude and Allegro Kreisler, Fritz
Holberg Suite Op40 Grieg, Edvard
Slavonic Dances Op46: No1 in C Dvorak, Antonin
Rapsodie Espagnole Ravel, Maurice
Flute Quartet No 2 in A K298 Mozart, Wolfgang Amadeus
72. Clarinet Concerto in A K622 Mozart, Wolfgang Amadeus
Arabesque No 2 Debussy, Claude
Six Morceaux: No6 Tarentelle Viardot, Pauline
Lullaby Gershwin, George
March K408 No1 in C Mozart, Wolfgang Amadeus
Les Biches Suite Poulenc, Francis
Rondo Op51 No1 in C Beethoven, Ludwig van
Impromptus D899: No3 in G flat Schubert, Franz
La Valse Ravel, Maurice
Concerti Grossi Op5: No10 in F Geminiani, Francesco
Harp Concerto Op4 No5 in B flat Handel, George Frideric
Roseleaf Rag Joplin, Scott
Trio Sonatas Op2: No6 in A minor Krieger, Johann Philipp
Sinfonia HW I/3 in D minor Bach, Johann Christoph Friedrich
Carnival of the Animals: The Swan Saint-Saens, Camille
Suite Provencal (8) Milhaud, Darius
Piano Quintet D667 in A "The Trout" Schubert, Franz
Euryanthe Overture Op81 Weber, Carl Maria von
Slavonic Dances Op46: No6 in D Dvorak, Antonin
Minuet No 1 in A Puccini, Giacomo
Piano Sonata D960 in B flat Schubert, Franz
Sarema: Prelude Zemlinsky, Alexander
Sonata K519 in F minor Scarlatti, Domenico
Mignon Overture Thomas, Ambroise
Symphony No  29 in E Haydn, Joseph
Songs of the West Op21 No1 Holst, Gustav
Trumpet Sonata Dello Joio, Norman
Piano Concerto No 20 in D minor K466 Mozart, Wolfgang Amadeus
Oboe Quartet No 6 in C Vanhal, Jan Krtitel
Dido and Aeneas: "When I am laid in earth" Purcell, Henry
Childrens Corner Suite Debussy, Claude
Suite Francaise Poulenc, Francis
Contredanses K462 Mozart, Wolfgang Amadeus
Orchestra Suite No 2 in B minor BWV1067 Bach, Johann Sebastian
Hungarian Rondo Kodaly, Zoltan
Symphony No 10 in G Benda, Jiri Antonin
Symphony Op6 No3 in E flat Bach, Johann Christian
Symphony No 1 in A flat Op55 Elgar, Edward
Four Seasons "Winter" Vivaldi, Antonio
Slavonic Dances Op46: No7 in C minor Dvorak, Antonin
Viola Concerto in G Telemann, Georg Philipp
Trojans at Carthage: March Berlioz, Hector
Sinfonia IX in A major (No. 69) Richter, Franz Xaver
Symphony No 8 in F Op93 Beethoven, Ludwig van
Juarez Overture Korngold, Erich Wolfgang
Slavonic Dances Op46: No3 in A flat Dvorak, Antonin
Hungarian Dance No  1 Brahms, Johannes
Khovanshchina Prelude "Dawn" Mussorgsky, Modest
Le Tombeau de Couperin Ravel, Maurice
Slavonic Dances Op46: No4 in F Dvorak, Antonin
Norwegian Dances Op35: No1 in D minor Grieg, Edvard
Sonata for Strings Op1 No9 in G Corelli, Arcangelo
Flute Concerto No 6 in D Devienne, Francois
Pieces Espagnoles (4) Falla, Manuel de
19. Carmina Burana Orff, Carl
Sonata in C minor Scarlatti, Domenico
Symphonie Espagnole Op21 Lalo, Edouard
Flute Quintet No 5 in G Boccherini, Luigi
Moby Dick Heggie, Jake
Divertimento Piston, Walter
Christmas Carol Symphony Standford, Patric
Passacaille dArmide Lully, Jean-Baptiste
Symphony No  44 in E minor "Mourning" Haydn, Joseph
Zais Overture Rameau, Jean-Philippe
55. Rosenkavalier Suite Strauss, Richard
Star Wars: Main Title Williams, John
Atalanta Overture Handel, George Frideric
Grand Teton Music Festival Various
Suite No 2 Op38 Lajtha, Laszlo
Symphony in C Op66 Pleyel, Ignaz Joseph
Gavotte Couperin, Francois
Concerto for Orchestra Bartok, Bela
An Outdoor Overture Copland, Aaron
Fantasia on "Greensleeves" Vaughan Williams, Ralph
Barber of Seville Overture Rossini, Gioacchino
Berceuse Op57 Chopin, Frederic
Footlights Waltz Coates, Eric
Preludes Book1: No10 La Cathedrale Engloutie Debussy, Claude
Passacaglia Handel, George Frideric
Symphony No 3 in C minor Op78 "Organ" Saint-Saens, Camille
Country Club Ragtime Joplin, Scott
Overture "Ruy Blas" Op95 Mendelssohn, Felix
Diane de Poitiers: Suite I Ibert, Jacques
Concerto Grossi Op 6: No  4 in D Corelli, Arcangelo
Songs without Words Op102: No2 in D Mendelssohn, Felix
La Valse Ravel, Maurice
Symphony No 7 in A Op92 Beethoven, Ludwig van
Cello Concerto No 2 in D Haydn, Joseph
Sonata K  46 in E Scarlatti, Domenico
Violin Sonata No  7 in C minor Op30 No2 Beethoven, Ludwig van
Concerti Grossi Op3: No5 in D minor Handel, George Frideric
Piano Sonata No 3 in B minor Op58 Chopin, Frederic
Tales of Hoffmann: Barcarolle Offenbach, Jacques
Piano Sonata D960 in B flat Schubert, Franz
Nabucco Verdi, Giuseppe
Marche Slav Op31 Tchaikovsky, Peter Ilych
Die Hirte an der Krippe (In dulci jubilo) Liszt, Franz
Suite No  1 in A  HWV426 Handel, George Frideric
Symphonic Metamorphoses on Themes of von Weber Hindemith, Paul
Carmen: "La fleur que tu mavais jetee" Bizet, Georges
Ma Vlast: No5 Tabor Smetana, Bedrich
Dance Symphony Copland, Aaron
Daphnis and Chloe Suite No 2 Ravel, Maurice
An der sch�nen blauen Donau Op314 Strauss, Johann Jr
100. Serenade K525 in G "Eine kleine Nachtmusik" Mozart, Wolfgang Amadeus
Gouts Reunis: Huitieme Concert Couperin, Francois
The Gambler Suite Op49 Prokofiev, Serge
O Magnum Mysterium Gabrielli, Giovanni
Concerto in D minor, Op.3 No.11 Vivaldi, Antonio
Symphony No  90 in C Haydn, Joseph
Aquarellen Walzer Op258 Strauss, Josef
Concerto No 1 in G Wassenaer, Wilhelm van
Piano Concerto No 4 in G Op58 Beethoven, Ludwig van
Psalite unigenito Praetorius, Michael
Pomp and Circumstance Marches Op39: No1 in D Elgar, Edward
Hungarian Rhapsody No 10 Liszt, Franz
Orchestral Suite No 4 in D BWV 1069 Bach, Johann Sebastian
Valse-Scherzo Op34 Tchaikovsky, Peter Ilych
Symphony No 8 in G Op88 Dvorak, Antonin
Bassoon Concerto RV486 in F Vivaldi, Antonio
Concerti Grossi Op3: No2 in B flat Handel, George Frideric
Waltzes Op39 Brahms, Johannes
Trio IV No3 in G Haydn, Joseph
Serenade K239 in D "Notturna" Mozart, Wolfgang Amadeus
Four Seasons: RV315 Summer Concerto in G minor Vivaldi, Antonio
Meistersinger Overture Wagner, Richard
"An die Musik" D547 Schubert, Franz
Concerti Grossi Op3: No2 in B flat Handel, George Frideric
Romeo and Juliet: Love Scene Berlioz, Hector
Faust: Mephisto Waltz No 1 Liszt, Franz
Du Rififi Chez les Hommes Suite Auric, Georges
Four Seasons: RV293 Autumn Concerto in F Vivaldi, Antonio
Christmas with the Mormon Tabernacle Choir Various
Sinfonia castellana Jose, Antonio
Violin Concerto No 1 in G minor Op26 Bruch, Max
Variations on a Waltz by Diabelli in C Op120 Beethoven, Ludwig van
Semele: "Whereer you walk" Handel, George Frideric
Scherzo Vaughan Williams, Ralph
"Sophisicated Lady" Ellington, Duke
Hungarian Dance No 11 Brahms, Johannes
Flemish Dances (5) Blockx, Jan
75. Concierto de Aranjuez Rodrigo, Joaquin
Concerto RV219 in D Vivaldi, Antonio
Messiah: "Hallelujah" Handel, George Frideric
String Quartet No 2 in A minor Op51 No2 Brahms, Johannes
Signor Bruschino Overture Rossini, Gioacchino
Ceremony of Carols (12) Britten, Benjamin
Marriage of Figaro Overture Mozart, Wolfgang Amadeus
Violin Concerto (W IIb:G1) in G Vanhal, Jan Baptist
Concerto Grossi Op 6: No  2 in F Corelli, Arcangelo
Espana Chabrier, Emmanuel
Hungarian Rhapsody No 14 (Label says No1) Liszt, Franz
Midsummer Nights Dream Overture Mendelssohn, Felix
Symphony No 1 in F minor "A Symphony of San Francisco" Willson, Meredith
Palmira, Regina di Persia Overture Salieri, Antonio
Gioseffo: Sinfonia in E minor Caldara, Antonio
Marriage of Figaro Suite Mozart, Wolfgang Amadeus
Oboe Sonata HWV364 in G minor Handel, George Frideric
Concerto RV127 in D minor Vivaldi, Antonio
Piano Concerto No 16 in D K451 Mozart, Wolfgang Amadeus
Art of the Fugue: Contrapunctus No 1 Bach, Johann Sebastian
Armenian Rhapsody Op48 Ippolitov-Ivanov, Mikhail
Symphony No  18 in G Haydn, Joseph
Variations on a Russian Air Op107 No7 Beethoven, Ludwig van
Symphony No 8 in F Op93 Beethoven, Ludwig van
Finlandia Op26 Sibelius, Jean
69. "Jesu, Joy of Mans Desiring" Bach, Johann Sebastian
5 Pieces Holborne, Anthony
Slavonic Dances Op72: No7 in C Dvorak, Antonin
Songs without Words Op109 (Posth) Mendelssohn, Felix
Flute Concerto RV429 in D Vivaldi, Antonio
Allemande/Recoupe Susato, Tielman
La Secchia Rapita Overture Salieri, Antonio
Mujeres Espanolas Op73 (5) Turina, Joaquin
Suite No  2 in F Handel, George Frideric
Egmont Overture Op84 Beethoven, Ludwig van
Cello Concerto No 1 Op136 Milhaud, Darius
On Hearing the First Cuckoo in Spring Delius, Frederick
Symphony No 8 in B minor D759 "Unfinished" Schubert, Franz
Moorside Suite (3) Holst, Gustav
Rondo capriccioso Op14 Mendelssohn, Felix
Piano Sonata Hob.XVI:40 in G Haydn, Joseph
Ouverture Op1 No2 Jean-Noel Hamal
Violin Sonata HWV364 in G minor Handel, George Frideric
Flute Concerto in G Tartini, Giuseppe
Symphony No 6 in D Marsh, John
Symphony Op37 No1 in C G515 Boccherini, Luigi
Sorcerers Apprentice Dukas, Paul
Carmen: "La fleur que tu mavais jetee" Bizet, Georges
Concert Overture: The Feast of St. Benedict Whitlock, Percy
Household Music Vaughan Williams, Ralph
Transylvanian Dances Bartok, Bela
String Quartet No 12 in F Op96 "American" Dvorak, Antonin
Symphony No 7 in E flat "La Chasse" Marsh, John
Tales of Hoffmann: Barcarolle Offenbach, Jacques
Summer Music Op31 Barber, Samuel
Ein Herz, ein Sinn (Polka-Mazurka) Op323 Strauss, Johann Jr
Symphony No 3 in A minor Op56 "Scottish" Mendelssohn, Felix
Piano Concerto No 2 in G Op44 Tchaikovsky, Peter Ilyich
Barber of Seville: "Largo al factotum" Rossini, Gioacchino
Cherevichki ("The Fancy Slippers"): Cossack Dance Tchaikovsky, Peter Ilych
Renaissance Bouquet Biggs, John
Cendrillon: Ballet Massenet, Jules
Mississippi Suite (4) Grofe, Ferde
Bacchus et Ariane Suite No 2 Op43 Roussel, Albert
Trio in C Triebensee, Joseph
La Finta Giardiniera Overture Mozart, Wolfgang Amadeus
Petite Suite (4) Debussy, Claude
Veni, veni Emmanuel Anon
Concerto No  4 in G Op5 Albinoni, Tomaso
Fantasy in F sharp minor Op28 Mendelssohn, Felix
Silent Night (arr. Davis) Trad
Harlequin AV41 Hoffmann, E T A
Concerto Op9 No2 in D minor Albinoni, Tomaso
Introduction and Allegro Ravel, Maurice
Dance of the Goblins Op25 Bazzini, Antonio
Concerto for Two Violins BWV1043 in D minor Bach, Johann Sebastian
Hungarian Rhapsody No  9 (Label says No6) Liszt, Franz
Israel in Egypt Handel, George Frideric
Ancient Airs and Dances Suite No 2 (4) Respighi, Ottorino
Irrfahrt ums Glueck Overture Suppe, Franz von
Concerti Grossi Op6: No 6 in G minor Handel, George Frideric
Hungarian Dance No  6 Brahms, Johannes
Symphony No 1 "Afro-American" Still, William Grant
American Pieces (3) Foss, Lukas
Tristan and Isolde: Prelude and Liebestod Wagner, Richard
Leitartikel (Waltz) Op273 Strauss, Johann Jr
Concerto grosso Op6 No1 in D Corelli, Arcangelo
Andante et Scherzo Op51 Roussel, Albert
80. Requiem: Libera me-Dies Irae Verdi, Giuseppe
Serenade for Orchestra (3) Dello Joio, Norman
Seasons: LAutomne Glazunov, Alexander
Hungarian Rhapsody No  1 Liszt, Franz
Somerset Rhapsody Op21 No2 Holst, Gustav
Ballades: No 3 in A flat Op47 Chopin, Frederic
11. Brandenburg Concerto No 4 in G BWV1049 Bach, Johann Sebastian
Violin Sonata Op2 No 4 in F Veracini, Francesco
Piano Sonatas H16: No 8 in G Haydn, Joseph
Concerto No  8 Muffat, Georg
Nocturnes Op62: No2 in E Chopin, Frederic
Symphony No 3 in E flat Op55 "Eroica" Beethoven, Ludwig van
Symphonie Concertante in A Bach, Johann Christian
Sheherazade (3) Ravel, Maurice
Rondo Op73 in C Chopin, Frederic
Concerti Grossi Op6: No 7 in B flat Handel, George Frideric
Undying Flame Khachaturian, Aram
Autumn Concertino Thomson, Virgil
Early Music Now with Sara Schneider Various
Sonata in D minor Reinecken, Johann Adam
Flute Sonata HWV375 in E minor Handel, George Frideric
Mass K220 in C "Brevis" Mozart, Wolfgang Amadeus
Petite Suite Bizet, Georges
Concerti Op7: No10 in B flat Albinoni, Tomaso
The Inn of the Sixth Happiness Arnold, Malcolm
Nocturnes OpPosth: in C sharp minor Chopin, Frederic
Molly on the Shore Grainger, Percy
Chaconne in D minor (Bach) Busoni, Ferruccio
Symphony No 27 in B flat P18 Haydn, Michael
Cendrillon Suite Massenet, Jules
Four Piece Suite (4) Bennet, Richard Rodney
King Stephen Overture Op117 Beethoven, Ludwig van
March K249 in D Mozart, Wolfgang Amadeus
Symphonic Nocturne Op43 Busoni, Ferruccio
Cello Concerto in D Hofmann, Leopold
Symphony No 49 in F Cannabich, Christian
String Quintet Op25 No1 in D minor Boccherini, Luigi
German Dances K602 Mozart, Wolfgang Amadeus
Don Juan Op20 Strauss, Richard
Tristan and Isolde: Prelude and Liebestod Wagner, Richard
From the Bohemian Forest Op68: By the Dark Lake Dvorak, Antonin
66. Symphony No 2 Op30 "Romantic" Hanson, Howard
"Zefiro torna" Monteverdi, Claudio
Flute Sonata in C Handel, George Frideric
Faust: Mephisto Waltz No 1 Liszt, Franz
Piano Concerto No 1 in C Op15 Beethoven, Ludwig van
Childrens Corner Suite Debussy, Claude
Sonata BWV273 in B flat Buxtehude, Dietrich
Cello Sonata No 3 in A Op69 Beethoven, Ludwig van
Legende Planel, Robert
Les Surprises de lAmour: Act 1 Rameau, Jean-Philippe
I Pagliacci: "Vesti la giubba" Leoncavallo, Ruggero
Overture "Froissart" Op19 Elgar, Edward
Preludes Op28: No15 in D flat "Raindrop" Chopin, Frederic
Concerti Grossi Op2: No 2 in C minor Geminiani, Francesco
Hungarian Dance No  7 Brahms, Johannes
Giving Thanks to Music w/ Nadia Sirota Various
Piano Sonata Op25 No6 in D Clementi, Muzio
Cello Concerto RV406 in D minor Vivaldi, Antonio
Nocturnes Op27: No2 in D flat Chopin, Frederic
Mandolin Concerto RV 82 in A Vivaldi, Antonio
Symphony Op3 No5 in F Bach, Johann Christian
Concerto for Trumpet and Violin in D Telemann, Georg Philipp
String Quartet K155 in D Mozart, Wolfgang Amadeus
Walkuere: Ride of the Valkyries Wagner, Richard
"Waer Gott nicht mit uns deise Zeit" BWV14 Bach, Johann Sebastian
Wind Quintet No 1 in D Myslivecek, Josef
Serenades Op69: No 1 in D Sibelius, Jean
Hungarian Dance No 11 Brahms, Johannes
Concerto for Flute and Violin RV514 in D minor Vivaldi, Antonio
Variations on "I Got Rhythm" Gershwin, George
Violin Concerto RV191 in C Vivaldi, Antonio
Carmen Suite Bizet, Georges
Wind Quartet No 1 in F Rossini, Gioacchino
Barber of Seville: "Una voce poco fa" Rossini, Gioacchino
Rosamunde: Entracte 1 Schubert, Franz
Little Serenade Tomlinson, Ernest
String Quartet Op 64 No5 in D "The Lark" Haydn, Joseph
English Folk Song Suite: III. March: Folk songs from Somerset Vaughan Williams, Ralph
Wind Quartet No 6 in F Rossini, Gioacchino
Polonaise Op53 in A flat "Heroic" Chopin, Frederic
"Ave Maria" D839 Schubert, Franz
Trumpet Voluntary in D Clarke, Jeremiah
Festivities Boyer, Peter
Adagio in E flat D897 Schubert, Franz
Music for Strings (3) Bliss, Arthur
Symphony No 11 in B-flat (Perger 9) Haydn, Michael
Love Is Here to Stay Gershwin, George (arr Michael Finnissy)
Concerto Op1 No6 in C minor Locatelli, Pietro
Piano Sonata Op2 No6 in B flat Clementi, Muzio
Melodies: No 4 Glass, Philip
Sensemaya Revueltas, Silvestre
Symphony No 5 in E minor Op64 Tchaikovsky, Peter Ilych
Piano Quintet in D Op51 Arensky, Anton
77. Tender Land: "The Promise of Living" Copland, Aaron
Mignon Overture Thomas, Ambroise
Symphony No 6 in B minor Op74 "Pathetique" Tchaikovsky, Peter Ilych
Arabesque in C Op18 Schumann, Robert
Siegfried-Idyll Wagner, Richard
Wind Quintet No 5 in F Myslivecek, Josef
Divertimento K113 in E flat Mozart, Wolfgang Amadeus
Siegfried: Forest Murmurs Wagner, Richard
The Hours Suite: Mvt 1 Glass, Philip
Khovanshchina: Solemn March Mussorgsky, Modest
Lyric Pieces Op. 43 Grieg, Edvard
Serenade for Strings (4) Chadwick, George Whitefield
Flotte Burschen Overture Suppe, Franz von
Organ Concerto No 3 in G minor Op4 No3 Handel, George Frideric
Cello Concerto Op40 Finzi, Gerald
Suite for Strings Rutter, John
Fledermaus Overture Strauss, Johann Jr
In the Faery Hills Bax, Arnold
Symphony No  87 in A Haydn, Joseph
Pomp and Circumstance Marches Op39: No2 in A minor Elgar, Edward
Pavane/Galliard Susato, Tielman
Noel No 12 "Noel Suisse" Daquin, Louis-Claude
Allegro assai Bach, Carl Philipp Emanuel
The King Suite Halvorsen, Johan
Concerto No  2 in G Avison, Charles
Fancy Free Bernstein, Leonard
Piano Sonata D664 in A Schubert, Franz
Oboe Quintets Op45: No4 in A Boccherini, Luigi
Overture Symphony FWV K: F4 in F Fasch, Johann Friedrich
Notturno Ungherese Op28 Rozsa, Miklos
Piano Concerto No 22 in E flat K482 Mozart, Wolfgang Amadeus
Wood Dove Op110 Dvorak, Antonin
Orchestral Suite (Overture) No 1 in C BWV1066 Bach, Johann Sebastian
Quatrieme Concert Rameau, Jean-Philippe
Concerto RV136 in F Vivaldi, Antonio
Concerto for Two Flutes in A minor Telemann, Georg Philipp
Concerti Op7: No 7 in A Albinoni, Tomaso
Symphony No 2 in E minor "The Missions of California" Willson, Meredith
Broken Consort in D Locke, Matthew
Suite bergamasque: Clair de lune Debussy, Claude
Don Giovanni: "Mi tradi quell alma ingrata" Mozart, Wolfgang Amadeus
Pelleas et Melisande Suite Faure, Gabriel
Overture "Roman Carnival" Op9 Berlioz, Hector
Symphony in G minor Op6 No6 Bach, Johann Christian
Roman Festivals (4) Respighi, Ottorino
Invention No 12 in A BWV783 Bach, Johann Sebastian
Concerti Grossi Op6: No 6 in G minor Handel, George Frideric
La Peri Dukas, Paul
Don Juan: Dance of the Spectres and the Furies Gluck, Christoph Willibald von
Violin Concerto Op 7 No2 in D Leclair, Jean-Marie
Rondo D951 in A Schubert, Franz
Impromptus D899: No4 in A flat Schubert, Franz
Swan Lake Op20 (excerpts) Tchaikovsky, Peter Ilych
Valse Scherzo Villa-Lobos, Heitor
Violin Concerto in D minor Op15 Britten, Benjamin
Nutcracker Suite Tchaikovsky, Peter Ilych
Piano Sonata Op37 No2 in G Clementi, Muzio
Eugene Onegin: Polonaise Tchaikovsky, Peter Ilych
Suite Bergamasque: No3 Clair de Lune Debussy, Claude
Bagatelle WoO59 in A minor "Fuer Elise" Beethoven, Ludwig van
41. Symphony No 3 in C minor Op78 "Organ Symphony" Saint-Saens, Camille
I Sing of a Maiden Hadley, Patrick
Piano Concerto No 3 in D minor Op30 Rachmaninov, Sergei
Suite No  5 in E HWV430 Handel, George Frideric
Symphony No  26 in D minor "Lamentatione" Haydn, Joseph
Piano Concerto in A flat Op94 Rheinberger, Josef
Sarabande Couperin, Francois
Cesare in Farmacusa Overture Salieri, Antonio
Violin Concerto in E minor Op64 Mendelssohn, Felix
Waterloo (film music) Rota, Nino
14. Piano Concerto No 3 in D minor Op30 Rachmaninov, Sergei
String Quartet No 6 in F minor Op80 Mendelssohn, Felix
Piano Sonata No 14 in C sharp minor Op27 No2 "Moonlight" Beethoven, Ludwig van
Summer Night on the River Delius, Frederick
Sonata K545 in B flat "Prestissimo" Scarlatti, Domenico
Serenade in A Stravinsky, Igor
Harp Quintet Bax, Arnold
35. Canon in D Pachelbel, Johann
Piano Concerto in F Minor Op114 Reger, Max
Clavier Concerto BWV1053 in E Bach, Johann Sebastian
Symphony No 9 in D Haydn, Michael
Deck the halls arr. Breiner
Papillons Op2 Schumann, Robert
Le Roi dYs Overture Lalo, Edouard
Sonata for Strings Op1 No10 in G minor Corelli, Arcangelo
Quatrieme Concert en sextuor Rameau, Jean-Philippe
Symphony in D Kozeluch, Leopold
Flute Quintet Op49 in D Krommer, Franz
Symphony No  25 in C Haydn, Joseph
Slavonic Dances Op46: No2 in E minor Dvorak, Antonin
Oboe Quintets Op45: No1 in G Boccherini, Luigi
Midsummer Nights Dream: Scherzo Mendelssohn, Felix
Symphony No 1 in D Op25 "Classical" Prokofiev, Serge
Titus et Berenice: Grande sonate dramatique Strohl, Rita
Cello Sonata BWV1029 in G minor Bach, Johann Sebastian
O Magnum Mysterium Lauridsen, Morten
Kronungsmarsch Meyerbeer, Giacomo
Prince Igor: Polovetsian Dances Borodin, Alexander
28. Pictures at an Exhibition Mussorgsky, Modest
Merry Mount Suite Op31 Hanson, Howard
Songs without Words Op 62: No1 in G "May Breezes" Mendelssohn, Felix
Concerto H.VIIh:3 for Flute and Oboe in G Haydn, Joseph
Pomp and Circumstance Marches Op39: No3 in C minor Elgar, Edward
Viola dAmore Concerto RV397 in A minor Vivaldi, Antonio
Shepherds Pipe Carol Rutter, John
Violin Concerto in C Myslivecek, Josef
Flute Sonata BWV1034 in E minor Bach, Johann Sebastian
Hudson River Suite (5) Grofe, Ferde
Once in Royal Davids City Trad
Ronde Susato, Tielman
Faust: Ballet  (7) Gounod, Charles
